,Input,Output,Response
145,"Doch in den Niederlanden sagt man, schwimmen lernt man am ehesten, wenn man gleich ins kalte Wasser geworfen wird.","Doch in den Niederlanden sagt man, Schwimmen lernt man am ehesten, wenn man gleich ins kalte Wasser geworfen wird.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>den, Niederlanden<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Doch in den Niederlanden sagt man, <b title='schwimmen'>Schwimmen<\/b> lernt man am ehesten, wenn man gleich ins kalte Wasser geworfen wird."",""model"":""UNK"",""editXml"":""Doch in den Niederlanden sagt man, <REP TOK='Schwimmen'>schwimmen<\/REP> lernt man am ehesten, wenn man gleich ins kalte Wasser geworfen wird."",""corrected"":""Doch in den Niederlanden sagt man, Schwimmen lernt man am ehesten, wenn man gleich ins kalte Wasser geworfen wird."",""editOps"":[{""LTID"":"""",""beg"":35,""kind"":""REP"",""alt"":""Schwimmen"",""text"":""schwimmen""}]}"
146,"Dieses Parlament hat viele Male, sogar von Präsidenten der Kommission, den Wunsch vernommen, sie zu reformieren.","Dieses Parlament hat viele Male, sogar vom Präsidenten der Kommission, den Wunsch vernommen, sie zu reformieren.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dieses Parlament hat viele Male, sogar <b title='von'>vom<\/b> Präsidenten der Kommission, den Wunsch vernommen, sie zu reformieren."",""model"":""UNK"",""editXml"":""Dieses Parlament hat viele Male, sogar <REP TOK='vom'>von<\/REP> Präsidenten der Kommission, den Wunsch vernommen, sie zu reformieren."",""corrected"":""Dieses Parlament hat viele Male, sogar vom Präsidenten der Kommission, den Wunsch vernommen, sie zu reformieren."",""editOps"":[{""LTID"":"""",""beg"":39,""kind"":""REP"",""alt"":""vom"",""text"":""von""}]}"
147,"Der Bericht, den wir jetzt diskutieren, verfolgt die Absicht, einem erheblichen Teil der Empfehlungen des von diesem Parlament eingesetzten Sachverständigenausschusses politische Kraft zu verleihen.","Der Bericht, den wir jetzt diskutieren, verfolgt die Absicht, einen erheblichen Teil der Empfehlungen des von diesem Parlament eingesetzten Sachverständigenausschusses politische Kraft zu verleihen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Parlament<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Der Bericht, den wir jetzt diskutieren, verfolgt die Absicht, <b title='einem'>einen<\/b> erheblichen Teil der Empfehlungen des von diesem Parlament eingesetzten Sachverständigenausschusses politische Kraft zu verleihen."",""model"":""UNK"",""editXml"":""Der Bericht, den wir jetzt diskutieren, verfolgt die Absicht, <REP TOK='einen'>einem<\/REP> erheblichen Teil der Empfehlungen des von diesem Parlament eingesetzten Sachverständigenausschusses politische Kraft zu verleihen."",""corrected"":""Der Bericht, den wir jetzt diskutieren, verfolgt die Absicht, einen erheblichen Teil der Empfehlungen des von diesem Parlament eingesetzten Sachverständigenausschusses politische Kraft zu verleihen."",""editOps"":[{""LTID"":"""",""beg"":62,""kind"":""REP"",""alt"":""einen"",""text"":""einem""}]}"
148,Auch das gehört nicht in diesen Bericht.,Auch das gehört nicht in diesem Bericht.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Auch das gehört nicht in <b title='diesen'>diesem<\/b> Bericht."",""model"":""UNK"",""editXml"":""Auch das gehört nicht in <REP TOK='diesem'>diesen<\/REP> Bericht."",""corrected"":""Auch das gehört nicht in diesem Bericht."",""editOps"":[{""LTID"":"""",""beg"":25,""kind"":""REP"",""alt"":""diesem"",""text"":""diesen""}]}"
149,Wenn es Probleme gab - und wir müssen sie z. B. angesichts der Erweiterung lösen - sehen wir die negative Seite zuweilen zu schwarz.,"Wenn es Probleme gab - und wir müssen sie z. B. angesichts der Erweiterung lösen -, sehen wir die negative Seite zuweilen zu schwarz.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wenn es Probleme <u title='gibt || gab'>gab<\/u> - und wir müssen sie z. B. angesichts der Erweiterung lösen -<b>,<\/b> sehen wir die negative Seite zuweilen zu schwarz."",""model"":""UNK"",""editXml"":""Wenn es Probleme <DBT TOK='gibt || gab'>gab<\/DBT> - und wir müssen sie z. B. angesichts der Erweiterung lösen -<INS TOK=''\/> sehen wir die negative Seite zuweilen zu schwarz."",""corrected"":""Wenn es Probleme gab - und wir müssen sie z. B. angesichts der Erweiterung lösen -, sehen wir die negative Seite zuweilen zu schwarz."",""editOps"":[{""LTID"":"""",""beg"":17,""kind"":""DBT"",""alt"":""gibt || gab"",""text"":""gab""}]}"
150,"Mit dem Starrsinn eines Betrunkenen wiederhole ich, dass die Verordnung über Transparenz wesentlich besser werden muss als der Entwurf, der im Internet in Umlauf war, weil wir sonst in diesem Kampf nicht weiterkommen.","Mit dem Starrsinn eines Betrunkenen wiederhole ich, dass die Verordnung über Transparenz wesentlich besser werden muss als der Entwurf, der im Internet im Umlauf war, weil wir sonst in diesem Kampf nicht weiterkommen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Transparenz, Internet<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Mit dem Starrsinn eines <u title='betrunkenen || Betrunkenen'>Betrunkenen<\/u> wiederhole ich, dass die Verordnung über Transparenz wesentlich besser werden muss als der Entwurf, der im Internet <b title='in'>im<\/b> Umlauf war, weil wir sonst in diesem Kampf nicht weiterkommen."",""model"":""UNK"",""editXml"":""Mit dem Starrsinn eines <DBT TOK='betrunkenen || Betrunkenen'>Betrunkenen<\/DBT> wiederhole ich, dass die Verordnung über Transparenz wesentlich besser werden muss als der Entwurf, der im Internet <REP TOK='im'>in<\/REP> Umlauf war, weil wir sonst in diesem Kampf nicht weiterkommen."",""corrected"":""Mit dem Starrsinn eines Betrunkenen wiederhole ich, dass die Verordnung über Transparenz wesentlich besser werden muss als der Entwurf, der im Internet im Umlauf war, weil wir sonst in diesem Kampf nicht weiterkommen."",""editOps"":[{""LTID"":"""",""beg"":24,""kind"":""DBT"",""alt"":""betrunkenen || Betrunkenen"",""text"":""Betrunkenen""},{""LTID"":"""",""beg"":152,""kind"":""REP"",""alt"":""im"",""text"":""in""}]}"
151,Einer der wichtigsten Punkte ist nach meinem Dafürhalten der Vorschlag des Berichterstatters für den ständigen Ausschuss für Normen im öffentlichen Leben.,Einer der wichtigsten Punkte ist nach meinem Dafürhalten der Vorschlag des Berichterstatters für den Ständigen Ausschuss für Normen im öffentlichen Leben.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Einer der wichtigsten Punkte ist nach meinem Dafürhalten der Vorschlag des Berichterstatters für den <b title='ständigen'>Ständigen<\/b> Ausschuss für Normen im öffentlichen Leben."",""model"":""UNK"",""editXml"":""Einer der wichtigsten Punkte ist nach meinem Dafürhalten der Vorschlag des Berichterstatters für den <REP TOK='Ständigen'>ständigen<\/REP> Ausschuss für Normen im öffentlichen Leben."",""corrected"":""Einer der wichtigsten Punkte ist nach meinem Dafürhalten der Vorschlag des Berichterstatters für den Ständigen Ausschuss für Normen im öffentlichen Leben."",""editOps"":[{""LTID"":"""",""beg"":101,""kind"":""REP"",""alt"":""Ständigen"",""text"":""ständigen""}]}"
152,"Diese Dienststelle wird mir unterstellt sein; parallel dazu wird ein Gremium zur Auditfortschreibung seine Tätigkeit aufnehmen, das unter dem Vorsitz meiner Frau Kollegin Schreyer steht, über deren Anwesenheit heute Abend ich mich außerordentlich freue.","Diese Dienststelle wird mir unterstellt sein; parallel dazu wird ein Gremium zur Auditfortschreibung seine Tätigkeit aufnehmen, das unter dem Vorsitz meiner Frau Kollegin Schreyer steht, über deren Anwesenheit heute abend ich mich außerordentlich freue.","{""explainHtml"":""<p  class='LT2'><b>Auditfortschreibung<\/b> : Möglicher Tippfehler gefunden.<\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Kollegin, Schreyer<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Auditfortschreibung<\/b> : Möglicher Tippfehler gefunden.<\/p>\n"",""correctedHtml"":""Diese Dienststelle wird mir unterstellt sein; parallel dazu wird ein Gremium zur <u title='Auditfordschreibung || Auditfortschreibung'><i class='LT2'>Auditfortschreibung<\/i><\/u> seine Tätigkeit aufnehmen, das unter dem Vorsitz meiner Frau Kollegin Schreyer steht, über deren Anwesenheit heute <b title='Abend'>abend<\/b> ich mich außerordentlich freue."",""model"":""UNK"",""editXml"":""Diese Dienststelle wird mir unterstellt sein; parallel dazu wird ein Gremium zur <DBT TOK='Auditfordschreibung || Auditfortschreibung'><UNK RID='LT2'>Auditfortschreibung<\/UNK><\/DBT> seine Tätigkeit aufnehmen, das unter dem Vorsitz meiner Frau Kollegin Schreyer steht, über deren Anwesenheit heute <REP TOK='abend'>Abend<\/REP> ich mich außerordentlich freue."",""corrected"":""Diese Dienststelle wird mir unterstellt sein; parallel dazu wird ein Gremium zur Auditfortschreibung seine Tätigkeit aufnehmen, das unter dem Vorsitz meiner Frau Kollegin Schreyer steht, über deren Anwesenheit heute abend ich mich außerordentlich freue."",""editOps"":[{""LTID"":""LT2"",""beg"":81,""kind"":""UNK"",""alt"":"""",""text"":""Auditfortschreibung""},{""LTID"":"""",""beg"":81,""kind"":""DBT"",""alt"":""Auditfordschreibung || Auditfortschreibung"",""text"":""Auditfortschreibung""},{""LTID"":"""",""beg"":216,""kind"":""REP"",""alt"":""abend"",""text"":""Abend""}]}"
153,"""Gleichzeitig"", so Karlsson, ""erfolgt die interne Rechnungsprüfung unkoordiniert durch mehrere Stellen"", nämlich denselben Finanzkontrolleur, die Generalinspektion und die in einigen Bereichen zuständige Generaldirektion.","""Gleichzeitig"", so Carlsson, ""erfolgt die interne Rechnungsprüfung unkoordiniert durch mehrere Stellen"", nämlich denselben Finanzkontrolleur, die Generalinspektion und die in einigen Bereichen zuständige Generaldirektion.","{""explainHtml"":""<p  class='LT2'><b>Karlsson<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Karossen<\/span>, <span class='LTsuggest'>Karlshof<\/span>, <span class='LTsuggest'>Karlstor<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Karlsson<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Karossen<\/span>, <span class='LTsuggest'>Karlshof<\/span>, <span class='LTsuggest'>Karlstor<\/span><\/p>\n"",""correctedHtml"":""\""Gleichzeitig\"", so <b title='Karlsson'><i class='LT2'>Carlsson<\/i><\/b>, \""erfolgt die interne Rechnungsprüfung unkoordiniert durch mehrere Stellen\"", nämlich denselben Finanzkontrolleur, die Generalinspektion und die in einigen Bereichen zuständige Generaldirektion."",""model"":""UNK"",""editXml"":""\""Gleichzeitig\"", so <REP TOK='Carlsson'><UNK RID='LT2'>Karlsson<\/UNK><\/REP>, \""erfolgt die interne Rechnungsprüfung unkoordiniert durch mehrere Stellen\"", nämlich denselben Finanzkontrolleur, die Generalinspektion und die in einigen Bereichen zuständige Generaldirektion."",""corrected"":""\""Gleichzeitig\"", so Carlsson, \""erfolgt die interne Rechnungsprüfung unkoordiniert durch mehrere Stellen\"", nämlich denselben Finanzkontrolleur, die Generalinspektion und die in einigen Bereichen zuständige Generaldirektion."",""editOps"":[{""LTID"":""LT2"",""beg"":19,""kind"":""UNK"",""alt"":"""",""text"":""Karlsson""},{""LTID"":"""",""beg"":19,""kind"":""REP"",""alt"":""Carlsson"",""text"":""Karlsson""}]}"
154,"Ich bin überzeugt, sie sind sich dessen bewusst, dass wir Mitte Dezember offiziell den Entwurf zum Rahmenabkommen mit dem Parlament erhalten haben.","Ich bin überzeugt, Sie sind sich dessen bewusst, dass wir Mitte Dezember offiziell den Entwurf zum Rahmenabkommen mit dem Parlament erhalten haben.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich bin überzeugt, <b title='sie'>Sie<\/b> sind sich dessen bewusst, dass wir Mitte Dezember offiziell den Entwurf zum Rahmenabkommen mit dem Parlament erhalten haben."",""model"":""UNK"",""editXml"":""Ich bin überzeugt, <REP TOK='Sie'>sie<\/REP> sind sich dessen bewusst, dass wir Mitte Dezember offiziell den Entwurf zum Rahmenabkommen mit dem Parlament erhalten haben."",""corrected"":""Ich bin überzeugt, Sie sind sich dessen bewusst, dass wir Mitte Dezember offiziell den Entwurf zum Rahmenabkommen mit dem Parlament erhalten haben."",""editOps"":[{""LTID"":"""",""beg"":19,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
155,"Im Zusammenhang mit diesem letzten Punkt sind wir am Überlegen, ob es von Nutzen wäre, eine Rahmenverordnung anzunehmen, die allgemeine Bestimmungen zu wichtigen Fragen wie Besoldung, Beschäftigungsbedingungen, Personalvertretungsrechte usw. enthält, aber die einzelnen Institutionen ermächtigt, Durchführungsbestimmungen zu anderen Sachverhalten einzuführen.","Im Zusammenhang mit diesem letzten Punkt sind wir an überlegen, ob es von Nutzen wäre, eine Rahmenverordnung anzunehmen, die allgemeine Bestimmungen zu wichtigen Fragen wie Besoldung, Beschäftigungsbedingungen, Personalvertretungsrechte usw. enthält, aber die einzelnen Institutionen ermächtigt, Durchführungsbestimmungen zu anderen Sachverhalten einzuführen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Im Zusammenhang mit diesem letzten Punkt sind wir <b title='am Überlegen'>an überlegen<\/b>, ob es von Nutzen wäre, eine Rahmenverordnung anzunehmen, die allgemeine Bestimmungen zu wichtigen Fragen wie Besoldung, Beschäftigungsbedingungen, Personalvertretungsrechte usw. enthält, aber die einzelnen Institutionen ermächtigt, Durchführungsbestimmungen zu anderen Sachverhalten einzuführen."",""model"":""UNK"",""editXml"":""Im Zusammenhang mit diesem letzten Punkt sind wir <REP TOK='an überlegen'>am Überlegen<\/REP>, ob es von Nutzen wäre, eine Rahmenverordnung anzunehmen, die allgemeine Bestimmungen zu wichtigen Fragen wie Besoldung, Beschäftigungsbedingungen, Personalvertretungsrechte usw. enthält, aber die einzelnen Institutionen ermächtigt, Durchführungsbestimmungen zu anderen Sachverhalten einzuführen."",""corrected"":""Im Zusammenhang mit diesem letzten Punkt sind wir an überlegen, ob es von Nutzen wäre, eine Rahmenverordnung anzunehmen, die allgemeine Bestimmungen zu wichtigen Fragen wie Besoldung, Beschäftigungsbedingungen, Personalvertretungsrechte usw. enthält, aber die einzelnen Institutionen ermächtigt, Durchführungsbestimmungen zu anderen Sachverhalten einzuführen."",""editOps"":[{""LTID"":"""",""beg"":50,""kind"":""REP"",""alt"":""an überlegen"",""text"":""am Überlegen""}]}"
156,"Wir haben darüber hinaus auch Jordanien, den Libanon, Syrien und Ägypten beträchtliche Finanzhilfen gewährt.","Wir haben darüber hinaus auch Jordanien, dem Libanon, Syrien und Ägypten beträchtliche Finanzhilfen gewährt.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Libanon, Syrien, Ägypten<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Wir haben darüber hinaus auch Jordanien, <b title='den'>dem<\/b> Libanon, Syrien und Ägypten beträchtliche Finanzhilfen gewährt."",""model"":""UNK"",""editXml"":""Wir haben darüber hinaus auch Jordanien, <REP TOK='dem'>den<\/REP> Libanon, Syrien und Ägypten beträchtliche Finanzhilfen gewährt."",""corrected"":""Wir haben darüber hinaus auch Jordanien, dem Libanon, Syrien und Ägypten beträchtliche Finanzhilfen gewährt."",""editOps"":[{""LTID"":"""",""beg"":41,""kind"":""REP"",""alt"":""dem"",""text"":""den""}]}"
157,"Die Maßnahmen für Wiederaufbau und Sanierung des Südlibanon, der einzigen Region im Nahen Osten, in der nach wie vor ein militärischer Konflikt schwelt, werden ebenfalls beträchtliche Anstrengungen erfordern.","Die Maßnahmen für Wiederaufbau und Sanierung des Südlibanon, der einzigen Region im Nahen Osten, in der nach wie vor ein militärischer Konflikt schwellt, werden ebenfalls beträchtliche Anstrengungen erfordern.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Südlibanon<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Die Maßnahmen für Wiederaufbau und Sanierung des Südlibanon, der einzigen Region im Nahen Osten, in der nach wie vor ein militärischer Konflikt <b title='schwelt'>schwellt<\/b>, werden ebenfalls beträchtliche Anstrengungen erfordern."",""model"":""UNK"",""editXml"":""Die Maßnahmen für Wiederaufbau und Sanierung des Südlibanon, der einzigen Region im Nahen Osten, in der nach wie vor ein militärischer Konflikt <REP TOK='schwellt'>schwelt<\/REP>, werden ebenfalls beträchtliche Anstrengungen erfordern."",""corrected"":""Die Maßnahmen für Wiederaufbau und Sanierung des Südlibanon, der einzigen Region im Nahen Osten, in der nach wie vor ein militärischer Konflikt schwellt, werden ebenfalls beträchtliche Anstrengungen erfordern."",""editOps"":[{""LTID"":"""",""beg"":144,""kind"":""REP"",""alt"":""schwellt"",""text"":""schwelt""}]}"
158,"Heute jedoch stehen Ägypten, Jordanien und Palästina in vertraglich gesichertem Frieden mit Israel.","Heute jedoch stehen Ägypten, Jordanien und Palästina im vertraglich gesicherten Frieden mit Israel.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Jordanien, Palästina, Frieden, mit<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Heute jedoch stehen Ägypten, Jordanien und Palästina <b title='in'>im<\/b> vertraglich <b title='gesichertem'>gesicherten<\/b> Frieden mit Israel."",""model"":""UNK"",""editXml"":""Heute jedoch stehen Ägypten, Jordanien und Palästina <REP TOK='im'>in<\/REP> vertraglich <REP TOK='gesicherten'>gesichertem<\/REP> Frieden mit Israel."",""corrected"":""Heute jedoch stehen Ägypten, Jordanien und Palästina im vertraglich gesicherten Frieden mit Israel."",""editOps"":[{""LTID"":"""",""beg"":53,""kind"":""REP"",""alt"":""im"",""text"":""in""},{""LTID"":"""",""beg"":68,""kind"":""REP"",""alt"":""gesicherten"",""text"":""gesichertem""}]}"
159,"Die internationale Völkergemeinschaft muss ganz einfach die UN-Resolutionen 332,248, 245 und 194 erfüllen.","Die internationale Völkergemeinschaft muss ganz einfach die UN-Resolutionen 332,248,245 und 194 erfüllen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>UN-Resolutionen<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Die internationale Völkergemeinschaft muss ganz einfach die UN-Resolutionen 332,248,<img src='BugSmall.png' class='smallbug'  title=' '\/>245 und 194 erfüllen."",""model"":""UNK"",""editXml"":""Die internationale Völkergemeinschaft muss ganz einfach die UN-Resolutionen 332,248,<DEL TOK=''> <\/DEL>245 und 194 erfüllen."",""corrected"":""Die internationale Völkergemeinschaft muss ganz einfach die UN-Resolutionen 332,248,245 und 194 erfüllen."",""editOps"":[{""LTID"":"""",""beg"":84,""kind"":""DEL"",""alt"":"""",""text"":"" ""}]}"
160,Das impertinente Auftreten von Außenminister Faruk al Shara in Shepherdstown ist für die Israelis völlig indiskutabel.,Das impertimente Auftreten von Außenminister Faruk al Shara in Shepherdstown ist für die Israelis völlig indiskutabel.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Faruk, al, Shara, Shepherdstown, Israelis<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Faruk<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Barock<\/span>, <span class='LTsuggest'>Barack<\/span>, <span class='LTsuggest'>Tarock<\/span>, <span class='LTsuggest'>Varus<\/span>, <span class='LTsuggest'>Franck<\/span>, <span class='LTsuggest'>Zurück<\/span>, <span class='LTsuggest'>Park<\/span>, <span class='LTsuggest'>Frau<\/span>, <span class='LTsuggest'>Mark<\/span>, <span class='LTsuggest'>Darum<\/span><\/p>\n<p  class='LT0'><b>Shara<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Sahara<\/span>, <span class='LTsuggest'>Share<\/span>, <span class='LTsuggest'>Sara<\/span>, <span class='LTsuggest'>Starb<\/span>, <span class='LTsuggest'>Sharan<\/span>, <span class='LTsuggest'>Stark<\/span>, <span class='LTsuggest'>Zwar<\/span>, <span class='LTsuggest'>Start<\/span>, <span class='LTsuggest'>Hart<\/span>, <span class='LTsuggest'>Scharf<\/span><\/p>\n<p  class='LT0'><b>Shepherdstown<\/b> : Möglicher Tippfehler gefunden.<\/p>\n"",""correctedHtml"":""Das <b title='impertinente'>impertimente<\/b> Auftreten von Außenminister Faruk al Shara in Shepherdstown ist für die Israelis völlig indiskutabel."",""model"":""UNK"",""editXml"":""Das <REP TOK='impertimente'>impertinente<\/REP> Auftreten von Außenminister Faruk al Shara in Shepherdstown ist für die Israelis völlig indiskutabel."",""corrected"":""Das impertimente Auftreten von Außenminister Faruk al Shara in Shepherdstown ist für die Israelis völlig indiskutabel."",""editOps"":[{""LTID"":"""",""beg"":4,""kind"":""REP"",""alt"":""impertimente"",""text"":""impertinente""}]}"
161,"Herr Präsident! Tatsache ist, dass die Nachricht vom Abbruch oder der Verschleppung sine die der Gespräche zwischen Syrern und Israelis keine gute Nachricht ist, ebenso wenig wie die Tatsache, dass vorgestern wieder ein Bombenattentat erfolgte, bei dem 16 Personen verletzt wurden.","Herr Präsident! Tatsache ist, dass die Nachricht vom Abbruch oder der Verschleppung Sinne die der Gespräche zwischen Syrern und Israelis keine gute Nachricht ist, ebenso wenig wie die Tatsache, dass vorgestern wieder ein Bombenattentat erfolgte, bei dem 16 Personen verletzt wurden.","{""explainHtml"":""<p  class='LT2'><b>sine<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>eine<\/span>, <span class='LTsuggest'>sie<\/span>, <span class='LTsuggest'>sind<\/span>, <span class='LTsuggest'>seine<\/span>, <span class='LTsuggest'>sing<\/span>, <span class='LTsuggest'>singe<\/span>, <span class='LTsuggest'>sinke<\/span>, <span class='LTsuggest'>zinke<\/span>, <span class='LTsuggest'>Mine<\/span>, <span class='LTsuggest'>sinne<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Syrern, Israelis<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>sine<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>eine<\/span>, <span class='LTsuggest'>sie<\/span>, <span class='LTsuggest'>sind<\/span>, <span class='LTsuggest'>seine<\/span>, <span class='LTsuggest'>sing<\/span>, <span class='LTsuggest'>singe<\/span>, <span class='LTsuggest'>sinke<\/span>, <span class='LTsuggest'>zinke<\/span>, <span class='LTsuggest'>Mine<\/span>, <span class='LTsuggest'>sinne<\/span><\/p>\n"",""correctedHtml"":""Herr Präsident! Tatsache ist, dass die Nachricht <u title='von || vom'>vom<\/u> Abbruch oder der Verschleppung <b title='sine'><i class='LT2'>Sinne<\/i><\/b> die der Gespräche zwischen Syrern und Israelis keine gute Nachricht ist, ebenso wenig wie die Tatsache, dass vorgestern wieder ein Bombenattentat erfolgte, bei dem 16 Personen verletzt wurden."",""model"":""UNK"",""editXml"":""Herr Präsident! Tatsache ist, dass die Nachricht <DBT TOK='von || vom'>vom<\/DBT> Abbruch oder der Verschleppung <REP TOK='Sinne'><UNK RID='LT2'>sine<\/UNK><\/REP> die der Gespräche zwischen Syrern und Israelis keine gute Nachricht ist, ebenso wenig wie die Tatsache, dass vorgestern wieder ein Bombenattentat erfolgte, bei dem 16 Personen verletzt wurden."",""corrected"":""Herr Präsident! Tatsache ist, dass die Nachricht vom Abbruch oder der Verschleppung Sinne die der Gespräche zwischen Syrern und Israelis keine gute Nachricht ist, ebenso wenig wie die Tatsache, dass vorgestern wieder ein Bombenattentat erfolgte, bei dem 16 Personen verletzt wurden."",""editOps"":[{""LTID"":"""",""beg"":49,""kind"":""DBT"",""alt"":""von || vom"",""text"":""vom""},{""LTID"":""LT2"",""beg"":84,""kind"":""UNK"",""alt"":"""",""text"":""sine""},{""LTID"":"""",""beg"":84,""kind"":""REP"",""alt"":""Sinne"",""text"":""sine""}]}"
162,Dritter und letzter Punkt: die Rolle der Europäischen Union.,Dritter und letzter Punkt: Die Rolle der Europäischen Union.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Rolle, der, Europäischen<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Dritter und letzter Punkt: <b title='die'>Die<\/b> Rolle der Europäischen Union."",""model"":""UNK"",""editXml"":""Dritter und letzter Punkt: <REP TOK='Die'>die<\/REP> Rolle der Europäischen Union."",""corrected"":""Dritter und letzter Punkt: Die Rolle der Europäischen Union."",""editOps"":[{""LTID"":"""",""beg"":27,""kind"":""REP"",""alt"":""Die"",""text"":""die""}]}"
163,"Es bestehen Zweifel in meiner Fraktion und in diesem Plenum, beispielsweise zu einem Thema, das eine gute Nachricht sein müsste: die Vergemeinschaftung von Schengen.","Es bestehen Zweifel in meiner Fraktion und in diesem Plenum, beispielsweise zu einem Thema, das eine gute Nachricht sein müsste: Die Vergemeinschaftung von Schengen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es bestehen Zweifel in meiner Fraktion und in diesem Plenum, beispielsweise zu einem Thema, das eine gute Nachricht sein müsste: <b title='die'>Die<\/b> Vergemeinschaftung von Schengen."",""model"":""UNK"",""editXml"":""Es bestehen Zweifel in meiner Fraktion und in diesem Plenum, beispielsweise zu einem Thema, das eine gute Nachricht sein müsste: <REP TOK='Die'>die<\/REP> Vergemeinschaftung von Schengen."",""corrected"":""Es bestehen Zweifel in meiner Fraktion und in diesem Plenum, beispielsweise zu einem Thema, das eine gute Nachricht sein müsste: Die Vergemeinschaftung von Schengen."",""editOps"":[{""LTID"":"""",""beg"":129,""kind"":""REP"",""alt"":""Die"",""text"":""die""}]}"
